"Year","County","Sex","Age","Harvest_Increase","year_freq","Class","Value","Class_Specify","Sex2","N_preharvest"
2027,"Jackson","Male","Adult",0.5,"2033",NA,62888,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.5,"2033",NA,63350,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.5,"2033",NA,63548,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.5,"2033",NA,63385,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.5,"2033",NA,63148,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.5,"2033",NA,62869,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.5,"2033",NA,62580,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.5,"2033",NA,63017,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.5,"2033",NA,63068,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.5,"2034",NA,67613,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.5,"2034",NA,66900,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.5,"2034",NA,67026,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.5,"2034",NA,67040,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.5,"2034",NA,66902,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.5,"2034",NA,66702,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.5,"2034",NA,66453,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.5,"2034",NA,66180,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.5,"2034",NA,65894,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.5,"2034",NA,64435,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.4,"2034",NA,67248,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.4,"2034",NA,66418,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.4,"2034",NA,66524,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.4,"2034",NA,66532,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.4,"2034",NA,66383,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.4,"2034",NA,66173,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.4,"2034",NA,65918,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.4,"2034",NA,65640,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.4,"2034",NA,65351,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.4,"2034",NA,64177,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.3,"2034",NA,66885,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.3,"2034",NA,65955,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.3,"2034",NA,66055,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.3,"2034",NA,66068,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.3,"2034",NA,65912,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.3,"2034",NA,65696,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.3,"2034",NA,65435,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.3,"2034",NA,65155,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.3,"2034",NA,64866,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.3,"2034",NA,63947,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.2,"2034",NA,66522,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.2,"2034",NA,65509,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.2,"2034",NA,65619,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.2,"2034",NA,65643,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.2,"2034",NA,65484,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.2,"2034",NA,65265,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.2,"2034",NA,65002,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.2,"2034",NA,64718,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.2,"2034",NA,64428,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.2,"2034",NA,63739,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.1,"2034",NA,66159,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.1,"2034",NA,65082,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.1,"2034",NA,65213,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.1,"2034",NA,65256,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.1,"2034",NA,65098,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.1,"2034",NA,64875,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.1,"2034",NA,64609,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.1,"2034",NA,64325,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.1,"2034",NA,64034,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.1,"2034",NA,63551,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.1,"2034",NA,65432,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.1,"2034",NA,64279,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.1,"2034",NA,64489,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.1,"2034",NA,64579,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.1,"2034",NA,64422,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.1,"2034",NA,64196,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.1,"2034",NA,63926,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.1,"2034",NA,63640,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.1,"2034",NA,63349,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.1,"2034",NA,63226,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.2,"2034",NA,65069,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.2,"2034",NA,63905,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.2,"2034",NA,64167,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.2,"2034",NA,64285,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.2,"2034",NA,64128,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.2,"2034",NA,63900,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.2,"2034",NA,63628,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.2,"2034",NA,63341,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.2,"2034",NA,63050,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.2,"2034",NA,63084,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.3,"2034",NA,64705,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.3,"2034",NA,63548,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.3,"2034",NA,63871,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.3,"2034",NA,64017,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.3,"2034",NA,63860,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.3,"2034",NA,63629,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.3,"2034",NA,63355,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.3,"2034",NA,63068,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.3,"2034",NA,62777,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.3,"2034",NA,62954,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.4,"2034",NA,64341,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.4,"2034",NA,63209,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.4,"2034",NA,63599,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.4,"2034",NA,63771,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.4,"2034",NA,63613,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.4,"2034",NA,63380,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.4,"2034",NA,63103,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.4,"2034",NA,62814,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.4,"2034",NA,62523,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.4,"2034",NA,62833,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.5,"2034",NA,63977,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.5,"2034",NA,62888,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.5,"2034",NA,63350,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.5,"2034",NA,63548,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.5,"2034",NA,63385,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.5,"2034",NA,63148,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.5,"2034",NA,62869,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.5,"2034",NA,62580,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.5,"2034",NA,62290,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.5,"2034",NA,62722,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.5,"2035",NA,67613,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.5,"2035",NA,66900,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.5,"2035",NA,67026,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.5,"2035",NA,67040,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.5,"2035",NA,66902,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.5,"2035",NA,66702,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.5,"2035",NA,66453,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.5,"2035",NA,66180,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.5,"2035",NA,65894,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.5,"2035",NA,65600,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.4,"2035",NA,67248,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.4,"2035",NA,66418,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.4,"2035",NA,66524,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.4,"2035",NA,66532,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.4,"2035",NA,66383,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.4,"2035",NA,66173,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.4,"2035",NA,65918,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.4,"2035",NA,65640,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.4,"2035",NA,65351,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.4,"2035",NA,65056,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.3,"2035",NA,66885,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.3,"2035",NA,65955,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.3,"2035",NA,66055,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.3,"2035",NA,66068,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.3,"2035",NA,65912,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.3,"2035",NA,65696,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.3,"2035",NA,65435,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.3,"2035",NA,65155,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.3,"2035",NA,64866,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.3,"2035",NA,64570,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.2,"2035",NA,66522,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.2,"2035",NA,65509,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.2,"2035",NA,65619,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.2,"2035",NA,65643,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.2,"2035",NA,65484,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.2,"2035",NA,65265,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.2,"2035",NA,65002,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.2,"2035",NA,64718,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.2,"2035",NA,64428,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.2,"2035",NA,64133,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.1,"2035",NA,66159,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.1,"2035",NA,65082,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.1,"2035",NA,65213,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.1,"2035",NA,65256,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.1,"2035",NA,65098,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.1,"2035",NA,64875,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.1,"2035",NA,64609,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.1,"2035",NA,64325,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.1,"2035",NA,64034,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.1,"2035",NA,63739,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.1,"2035",NA,65432,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.1,"2035",NA,64279,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.1,"2035",NA,64489,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.1,"2035",NA,64579,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.1,"2035",NA,64422,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.1,"2035",NA,64196,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.1,"2035",NA,63926,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.1,"2035",NA,63640,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.1,"2035",NA,63349,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.1,"2035",NA,63055,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.2,"2035",NA,65069,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.2,"2035",NA,63905,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.2,"2035",NA,64167,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.2,"2035",NA,64285,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.2,"2035",NA,64128,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.2,"2035",NA,63900,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.2,"2035",NA,63628,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.2,"2035",NA,63341,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.2,"2035",NA,63050,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.2,"2035",NA,62756,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.3,"2035",NA,64705,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.3,"2035",NA,63548,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.3,"2035",NA,63871,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.3,"2035",NA,64017,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.3,"2035",NA,63860,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.3,"2035",NA,63629,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.3,"2035",NA,63355,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.3,"2035",NA,63068,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.3,"2035",NA,62777,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.3,"2035",NA,62484,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.4,"2035",NA,64341,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.4,"2035",NA,63209,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.4,"2035",NA,63599,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.4,"2035",NA,63771,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.4,"2035",NA,63613,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.4,"2035",NA,63380,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.4,"2035",NA,63103,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.4,"2035",NA,62814,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.4,"2035",NA,62523,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.4,"2035",NA,62232,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.5,"2035",NA,63977,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.5,"2035",NA,62888,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.5,"2035",NA,63350,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.5,"2035",NA,63548,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.5,"2035",NA,63385,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.5,"2035",NA,63148,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.5,"2035",NA,62869,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.5,"2035",NA,62580,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.5,"2035",NA,62290,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.5,"2035",NA,62000,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.5,"Itterative",NA,67613,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.5,"Itterative",NA,66900,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.5,"Itterative",NA,65896,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.5,"Itterative",NA,65406,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.5,"Itterative",NA,65926,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.5,"Itterative",NA,66119,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.5,"Itterative",NA,65011,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.5,"Itterative",NA,64328,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.5,"Itterative",NA,64788,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.5,"Itterative",NA,64939,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.4,"Itterative",NA,67248,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.4,"Itterative",NA,66418,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.4,"Itterative",NA,65667,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.4,"Itterative",NA,65296,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.4,"Itterative",NA,65675,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.4,"Itterative",NA,65767,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.4,"Itterative",NA,64845,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.4,"Itterative",NA,64248,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.4,"Itterative",NA,64554,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.4,"Itterative",NA,64598,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.3,"Itterative",NA,66885,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.3,"Itterative",NA,65955,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.3,"Itterative",NA,65446,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.3,"Itterative",NA,65192,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.3,"Itterative",NA,65431,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.3,"Itterative",NA,65432,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.3,"Itterative",NA,64685,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.3,"Itterative",NA,64172,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.3,"Itterative",NA,64326,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.3,"Itterative",NA,64274,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.2,"Itterative",NA,66522,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.2,"Itterative",NA,65509,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.2,"Itterative",NA,65235,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.2,"Itterative",NA,65092,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.2,"Itterative",NA,65196,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.2,"Itterative",NA,65114,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.2,"Itterative",NA,64534,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.2,"Itterative",NA,64101,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.2,"Itterative",NA,64105,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.2,"Itterative",NA,63963,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",-0.1,"Itterative",NA,66159,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",-0.1,"Itterative",NA,65082,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",-0.1,"Itterative",NA,65032,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",-0.1,"Itterative",NA,64995,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",-0.1,"Itterative",NA,64967,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",-0.1,"Itterative",NA,64810,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",-0.1,"Itterative",NA,64389,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",-0.1,"Itterative",NA,64032,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",-0.1,"Itterative",NA,63887,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",-0.1,"Itterative",NA,63665,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.1,"Itterative",NA,65432,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.1,"Itterative",NA,64279,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.1,"Itterative",NA,64651,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.1,"Itterative",NA,64813,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.1,"Itterative",NA,64527,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.1,"Itterative",NA,64243,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.1,"Itterative",NA,64120,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.1,"Itterative",NA,63905,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.1,"Itterative",NA,63468,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.1,"Itterative",NA,63108,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.2,"Itterative",NA,65069,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.2,"Itterative",NA,63905,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.2,"Itterative",NA,64472,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.2,"Itterative",NA,64729,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.2,"Itterative",NA,64319,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.2,"Itterative",NA,63981,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.2,"Itterative",NA,63995,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.2,"Itterative",NA,63844,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.2,"Itterative",NA,63265,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.2,"Itterative",NA,62849,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.3,"Itterative",NA,64705,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.3,"Itterative",NA,63548,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.3,"Itterative",NA,64303,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.3,"Itterative",NA,64649,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.3,"Itterative",NA,64113,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.3,"Itterative",NA,63731,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.3,"Itterative",NA,63876,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.3,"Itterative",NA,63788,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.3,"Itterative",NA,63066,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.3,"Itterative",NA,62600,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.4,"Itterative",NA,64341,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.4,"Itterative",NA,63209,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.4,"Itterative",NA,64142,NA,NA,"N_preharvest"
2029,"Jackson","Male","Adult",0.4,"Itterative",NA,64572,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.4,"Itterative",NA,63915,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.4,"Itterative",NA,63493,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.4,"Itterative",NA,63764,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.4,"Itterative",NA,63735,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.4,"Itterative",NA,62871,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.4,"Itterative",NA,62363,NA,NA,"N_preharvest"
2026,"Jackson","Male","Adult",0.5,"Itterative",NA,63977,NA,NA,"N_preharvest"
2027,"Jackson","Male","Adult",0.5,"Itterative",NA,62888,NA,NA,"N_preharvest"
2028,"Jackson","Male","Adult",0.5,"Itterative",NA,63990,NA,NA,"N_preharvest"
